product brand,product name,price,store name
President's Choice,Chopped Romaine,8.99,"Brewery Dist, Edmonton"
Unknown,Large Neptune Crab Salad,13.0,"Brewery Dist, Edmonton"
President's Choice,Fingerling Potatoes,4.99,"Brewery Dist, Edmonton"
Unknown,Pineapple Cubed Large,10.0,"Brewery Dist, Edmonton"
Unknown,Garden Salad Mini,5.0,"Brewery Dist, Edmonton"
Unknown,Pink Lady Apples,1.38,"Brewery Dist, Edmonton"
President's Choice,Fresh Poultry Herb Blend,3.29,"Brewery Dist, Edmonton"
Unknown,Cold Pressed Lemonade,6.0,"Brewery Dist, Edmonton"
Unknown,Premium Large Vetable Platter (Minimum 24 Hours Notice Required),40.0,"Brewery Dist, Edmonton"
Taylor Farms,Broccoli Crunch Salad Kit,6.99,"Brewery Dist, Edmonton"
President's Choice,Coleslaw,3.49,"Brewery Dist, Edmonton"
Unknown,Large Mexican Style Beef Taco Salad,13.0,"Brewery Dist, Edmonton"
Unknown,Mandarin Oranges,2.25,"Brewery Dist, Edmonton"
Unknown,Blueberry Parfait,5.0,"Brewery Dist, Edmonton"
Unknown,Mango Spears,8.0,"Brewery Dist, Edmonton"
Unknown,Premium Sweet Kale Power Salad,9.0,"Brewery Dist, Edmonton"
Unknown,Cut Papaya Halves,5.0,"Brewery Dist, Edmonton"
Dole,Sunflower Bacon Crunch Chopped Salad Kit,6.99,"Brewery Dist, Edmonton"
Unknown,Organic Cantaloupe,6.99,"Brewery Dist, Edmonton"
Inspired Leaves,Washed Lettuce Crispies & Crunchies,5.99,"Brewery Dist, Edmonton"
Unknown,Golden Figs,5.99,"Brewery Dist, Edmonton"
No Name,"Raw, Unsalted Pumpkin Seeds",2.29,"Brewery Dist, Edmonton"
Marzetti,Southwest Ranch Veggie Dip,1.49,"Brewery Dist, Edmonton"
Unknown,Honeydew Cubed Small,6.0,"Brewery Dist, Edmonton"
Fresh Attitude,Caesar Salad with Toppings Single Sized,6.99,"Brewery Dist, Edmonton"
Unknown,"Chinese Carrots, Jumbo",4.07,"Brewery Dist, Edmonton"
PC Organics,"Avocados, Bag",6.99,"Brewery Dist, Edmonton"
Unknown,Raspberry Pint,8.99,"Brewery Dist, Edmonton"
President's Choice,Broccoli Florets,4.99,"Brewery Dist, Edmonton"
Unknown,Red Beets,1.04,"Brewery Dist, Edmonton"
Farmer's Market,Grape Tomato 907G,7.99,"Brewery Dist, Edmonton"
Unknown,"Broccoli Salad, Mini",5.0,"Brewery Dist, Edmonton"
Unknown,Premium Greek Classic,9.0,"Brewery Dist, Edmonton"
Unknown,"Navel Orange, Medium",2.24,"Brewery Dist, Edmonton"
Unknown,"Zucchini Pepper Kebab, 4 pack",10.0,"Brewery Dist, Edmonton"
Unknown,Russet Potato,2.36,"Brewery Dist, Edmonton"
PC Organics,Organics Yellow Onions,4.99,"Brewery Dist, Edmonton"
PC Organics,Arugula & Baby Spinach Salad Mix,4.99,"Brewery Dist, Edmonton"
Unknown,Guava,6.05,"Brewery Dist, Edmonton"
Love Beets,Cooked Beets,5.99,"Brewery Dist, Edmonton"
President's Choice,Yellow Mini Potatoes,4.99,"Brewery Dist, Edmonton"
Unknown,"Fresh Guacamole, Small",3.99,"Brewery Dist, Edmonton"
Unknown,Mini Medjools Sweet & Salty Almond,8.99,"Brewery Dist, Edmonton"
PC Blue Menu,Unsalted California Pistachios,11.99,"Brewery Dist, Edmonton"
Unknown,Cello Spinach,4.99,"Brewery Dist, Edmonton"
Unknown,Honeycrisp Apples,2.11,"Brewery Dist, Edmonton"
Unknown,"Snack Cup, Veggies & Dip",6.0,"Brewery Dist, Edmonton"
Unknown,Cauliflower Steak,10.0,"Brewery Dist, Edmonton"
Unknown,Romaine Salad Family Size,15.0,"Brewery Dist, Edmonton"
Unknown,Cauliflower Florets,6.0,"Brewery Dist, Edmonton"
Unknown,"Fresh Orange, Spinach, Kale, Celery Juice",7.0,"Brewery Dist, Edmonton"
Unknown,"Mediterranean Tuna Salad, Mini",5.0,"Brewery Dist, Edmonton"
Unknown,Long Eggplants,1.92,"Brewery Dist, Edmonton"
Unknown,"Marinated Tofu Kebab, 4-Pack",10.0,"Brewery Dist, Edmonton"
Unknown,Organic Strawberries 1 LB,8.99,"Brewery Dist, Edmonton"
Unknown,Mixed Dried Mushrooms,5.99,"Brewery Dist, Edmonton"
Unknown,"Root Harvest Mix (cubed Parsnip, Carrots, Butternut Squash, Yams, Red Onions, Celery)",7.0,"Brewery Dist, Edmonton"
Unknown,"Chick Pea Salad, Mini",5.0,"Brewery Dist, Edmonton"
Unknown,"Halloom Pineapple Kebab, 2 pack",6.0,"Brewery Dist, Edmonton"
Marzetti,Caramel Dip Snack,6.49,"Brewery Dist, Edmonton"
President's Choice,Dressing Blue Cheese,0.59,"Brewery Dist, Edmonton"
Unknown,Navel Orange,2.31,"Brewery Dist, Edmonton"
PC Organics,Organic Basil,3.29,"Brewery Dist, Edmonton"
No Name,"Roasted Peanuts, No Salt",7.99,"Brewery Dist, Edmonton"
Bolthouse,Mocha Cappuccino,6.99,"Brewery Dist, Edmonton"
PC Organics,Organic Carrots,4.49,"Brewery Dist, Edmonton"
PC Organics,Organic Peppers,6.99,"Brewery Dist, Edmonton"
Renees,Sweet Chili Refrigerated Dip,5.99,"Brewery Dist, Edmonton"
Unknown,Pineapple,5.99,"Brewery Dist, Edmonton"
Unknown,"Pineapple Vegetable Kebab, 4 pack",10.0,"Brewery Dist, Edmonton"
Unknown,4 Inch Oregano Pot,3.99,"Brewery Dist, Edmonton"
President's Choice,Spring Mix,4.99,"Brewery Dist, Edmonton"
Unknown,Carrots & Cucumber,6.0,"Brewery Dist, Edmonton"
Unknown,"Pineapple Vegetable Kebab, 2 pack",6.0,"Brewery Dist, Edmonton"
Unknown,Premium Radicchio,9.0,"Brewery Dist, Edmonton"
President's Choice,50-50 Blend - A Blend of Baby Spinach and Field Greens,6.99,"Brewery Dist, Edmonton"
President's Choice,Dressing Caesar,0.59,"Brewery Dist, Edmonton"
PC Organics,Organic Yellow Potatoes,6.99,"Brewery Dist, Edmonton"
Unknown,Fuji Apples,1.58,"Brewery Dist, Edmonton"
Unknown,Organic Raspberries 1/2 pint,6.49,"Brewery Dist, Edmonton"
Unknown,Yellow Asian Pears,2.46,"Brewery Dist, Edmonton"
President's Choice,"Ready Veggie, Kale Blend",5.99,"Brewery Dist, Edmonton"
Summer Fresh,Corn & Pepper Quinoa,22.9,"Brewery Dist, Edmonton"
Unknown,4 Inch Cilantro Pot,3.99,"Brewery Dist, Edmonton"
Unknown,Butternut Squash,12.38,"Brewery Dist, Edmonton"
Unknown,Premium Baby Spinach With Fruit & Nuts,9.0,"Brewery Dist, Edmonton"
Unknown,Blackberries 1 pint,8.99,"Brewery Dist, Edmonton"
Unknown,Brussel Sprouts with Red Onions,7.0,"Brewery Dist, Edmonton"
PC Organics,Granny Smith Apples 3Lb Bag,10.99,"Brewery Dist, Edmonton"
Bolthouse,"Juice, 100% Pomegranate",9.99,"Brewery Dist, Edmonton"
Unknown,Cauliflower And Broccoli,6.0,"Brewery Dist, Edmonton"
Unknown,Mixed Melon Cubed Large,10.0,"Brewery Dist, Edmonton"
Unknown,Hami Melons,14.75,"Brewery Dist, Edmonton"
Unknown,Villagio Marzano Tomatoes,7.99,"Brewery Dist, Edmonton"
Unknown,White Flesh Nectarine,1.06,"Brewery Dist, Edmonton"
Unknown,Lunch Size Veg and Dip 600G,8.0,"Brewery Dist, Edmonton"
No Name,Roasted Peanuts In Shell,13.99,"Brewery Dist, Edmonton"
Unknown,"Steak & Egg Salad, Family Size",19.0,"Brewery Dist, Edmonton"
Unknown,Chicken Caesar Salad Family Size,17.0,"Brewery Dist, Edmonton"
Unknown,Organic Spaghetti Squash,13.77,"Brewery Dist, Edmonton"
Inspired Leaves,Canadian Reds Lettuce,5.99,"Brewery Dist, Edmonton"
Unknown,Chicken Caesar Salad Mini,5.0,"Brewery Dist, Edmonton"
POM Wonderful,100% Pomegranate Juice,6.99,"Brewery Dist, Edmonton"
Unknown,Caesar Salad Mini,5.0,"Brewery Dist, Edmonton"
Paramount,Pistachios No Shells Roasted Light Salt,9.99,"Brewery Dist, Edmonton"
Unknown,Carrots,0.57,"Brewery Dist, Edmonton"
President's Choice,Live Lettuce Tri Mix - 1 Unit,3.99,"Brewery Dist, Edmonton"
PC Organics,Organic Field Greens & Baby Spinach - Salad Mix,6.99,"Brewery Dist, Edmonton"
Unknown,Yellow Dragon Fruit,6.99,"Brewery Dist, Edmonton"
Eat Smart,Sweet Kale Salad Kit,6.49,"Brewery Dist, Edmonton"
Unknown,Kabocha Squash,13.51,"Brewery Dist, Edmonton"
Unknown,Strawberries Small,6.0,"Brewery Dist, Edmonton"
PC Organics,Gala Apples 3Lb Bag,10.99,"Brewery Dist, Edmonton"
Unknown,Raspberry Banana Parfait,5.0,"Brewery Dist, Edmonton"
Unknown,Large Greek Salad,12.0,"Brewery Dist, Edmonton"
Unknown,Large Chicken Caesar Salad,12.0,"Brewery Dist, Edmonton"
Unknown,Granadilla,2.99,"Brewery Dist, Edmonton"
Unknown,Garlic Bulbs,5.99,"Brewery Dist, Edmonton"
Unknown,Cored Pineapple,7.49,"Brewery Dist, Edmonton"
President's Choice,Mixed Greens,4.99,"Brewery Dist, Edmonton"
Unknown,Honeydew Slices,6.0,"Brewery Dist, Edmonton"
Unknown,Decadent Strawberry Parfait,5.0,"Brewery Dist, Edmonton"
PC Organics,"Mushroom White, Sliced",3.99,"Brewery Dist, Edmonton"
Unknown,Premium Baby Spinach With Chicken,9.0,"Brewery Dist, Edmonton"
President's Choice,Romaine Salad,4.99,"Brewery Dist, Edmonton"
Unknown,White Peaches,2.31,"Brewery Dist, Edmonton"
Bolthouse,Berry Boost,6.99,"Brewery Dist, Edmonton"
Unknown,Bard Valley Natural Delights Pitted Medjool Dates,9.99,"Brewery Dist, Edmonton"
Farmer's Market,Mini Carrots 1lb,2.99,"Brewery Dist, Edmonton"
PC Organics,Organic Russet Potatoes,5.49,"Brewery Dist, Edmonton"
PC Organics,Blueberries,4.99,"Brewery Dist, Edmonton"
Farmer's Market,Gala Apples 3lb Bag,7.99,"Brewery Dist, Edmonton"
Unknown,"Chanterelle Mushrooms, Dried",5.99,"Brewery Dist, Edmonton"
Unknown,"Zucchini Pepper Kebab, 2 pack",6.0,"Brewery Dist, Edmonton"
Unknown,Chickpea Salad,9.0,"Brewery Dist, Edmonton"
Dole,Chop Chop Kit Everything Caesar,6.99,"Brewery Dist, Edmonton"
Unknown,Large Lobster Club Salad,17.0,"Brewery Dist, Edmonton"
Unknown,"Mushroom Kebab, 4 pack",10.0,"Brewery Dist, Edmonton"
Unknown,Sweet Kale,9.0,"Brewery Dist, Edmonton"
President's Choice,Salted Virginia Peanuts,4.99,"Brewery Dist, Edmonton"
President's Choice,Variety Pack Tomatoes,8.99,"Brewery Dist, Edmonton"
Taylor Farms,"Chopped Salad Kit, Buffalo Ranch",6.99,"Brewery Dist, Edmonton"
President's Choice,Red Thai Hot Peppers,5.99,"Brewery Dist, Edmonton"
President's Choice,Loads Of Garlic Caesar Salad Kit,6.99,"Brewery Dist, Edmonton"
President's Choice,Rosemary,3.29,"Brewery Dist, Edmonton"
Unknown,Mini Seedless Watermelon,7.99,"Brewery Dist, Edmonton"
President's Choice,Thyme,3.29,"Brewery Dist, Edmonton"
Unknown,Jalapeno Peppers,0.5,"Brewery Dist, Edmonton"
Wholly Guacamole,Classic Bowl,5.99,"Brewery Dist, Edmonton"
Unknown,Strawberry Parfait,5.0,"Brewery Dist, Edmonton"
Unknown,Green Peppers,5.99,"Brewery Dist, Edmonton"
Unknown,Large Steak & Egg Salad,13.0,"Brewery Dist, Edmonton"
Unknown,Dried Turkish Apricots,3.99,"Brewery Dist, Edmonton"
Unknown,Mixed Cut Peppers,6.0,"Brewery Dist, Edmonton"
Unknown,Tomato Bocconcini Salad,9.0,"Brewery Dist, Edmonton"
Dole,Chop Chop Kit Teriyaki Pineapple,6.99,"Brewery Dist, Edmonton"
Unknown,Cobb with Cheddar Salad Mini,5.0,"Brewery Dist, Edmonton"
Unknown,Caribbean Avocado,5.99,"Brewery Dist, Edmonton"
Unknown,Apple Cosmic Crisp,1.85,"Brewery Dist, Edmonton"
President's Choice,Balsamic Vinaigrette Pouch,0.59,"Brewery Dist, Edmonton"
PC Organics,Organics Portobello Mushroom Caps,6.99,"Brewery Dist, Edmonton"
President's Choice,Blood Oranges,7.99,"Brewery Dist, Edmonton"
President's Choice,Salted California Pistachios,6.49,"Brewery Dist, Edmonton"
PC Organics,Organic Whole Cremini Mushroooms,6.49,"Brewery Dist, Edmonton"
Unknown,Apricots,1.08,"Brewery Dist, Edmonton"
Unknown,White Potatoes,2.37,"Brewery Dist, Edmonton"
Unknown,Mini Cobb Salad,5.0,"Brewery Dist, Edmonton"
President's Choice,Ruby Little Gems Potatoes,4.99,"Brewery Dist, Edmonton"
Earthbound Farms Organic,Chop Kale Caesar,7.49,"Brewery Dist, Edmonton"
Sunrich,Sun Rich Sliced Red Apples,6.0,"Brewery Dist, Edmonton"
Bolthouse,Amazing Mango,6.99,"Brewery Dist, Edmonton"
Paramount,"No shell Pistachios, Sea Salt & Vinegar",9.99,"Brewery Dist, Edmonton"
Unknown,Turnips,2.5,"Brewery Dist, Edmonton"
Paramount,Pistachios Lightly Salted,12.99,"Brewery Dist, Edmonton"
Unknown,Chayote Squash,1.69,"Brewery Dist, Edmonton"
PC Organics,Organics Whole Button Cremini Mushrooms,4.29,"Brewery Dist, Edmonton"
Eat Smart,Honey Dijon Kale,6.49,"Brewery Dist, Edmonton"
Unknown,"Corn Pepper Zucchini Red Pepper Kebab, 4 pack",10.0,"Brewery Dist, Edmonton"
Unknown,"Marinated Tofu Kebab, 2-Pack",6.0,"Brewery Dist, Edmonton"
Unknown,Fruit Salad Large,10.0,"Brewery Dist, Edmonton"
Unknown,Japanese Yams,7.73,"Brewery Dist, Edmonton"
Unknown,Dates Cups,3.69,"Brewery Dist, Edmonton"
PC Organics,Organic Button White Mushrooms,4.99,"Brewery Dist, Edmonton"
Unknown,Cassava,3.73,"Brewery Dist, Edmonton"
Unknown,Organic Green Kiwi,5.99,"Brewery Dist, Edmonton"
Unknown,California Salad,9.0,"Brewery Dist, Edmonton"
No Name,"Raw, Unsalted Sunflower Seeds",2.29,"Brewery Dist, Edmonton"
Well,Antiox,3.99,"Brewery Dist, Edmonton"
President's Choice,Mint,3.29,"Brewery Dist, Edmonton"
Unknown,Oranges Wedges,7.0,"Brewery Dist, Edmonton"
Unknown,Caesar Salad Family Size,17.0,"Brewery Dist, Edmonton"
PC Organics,Organics Sliced Portobello Mushrooms,5.49,"Brewery Dist, Edmonton"
Tiffany Gates,Classic Coleslaw,2.29,"Brewery Dist, Edmonton"
Unknown,Snack Platter,8.0,"Brewery Dist, Edmonton"
PC Organics,Organics Sliced Cremini Mushrooms,3.99,"Brewery Dist, Edmonton"
Unknown,Yellow Nectarines,2.16,"Brewery Dist, Edmonton"
Unknown,Mini Medjools Organic Cranberry Pistachio,11.99,"Brewery Dist, Edmonton"
Unknown,"Diced Mango, Small",6.0,"Brewery Dist, Edmonton"
President's Choice,Axiany Cherry Tomatoes,3.99,"Brewery Dist, Edmonton"
PC Organics,Organic Sweet Potatoes 3lb Bag,9.99,"Brewery Dist, Edmonton"
Unknown,Cantaloupe Slices,6.0,"Brewery Dist, Edmonton"
Unknown,Bok Choy,3.51,"Brewery Dist, Edmonton"
President's Choice,Sage,3.29,"Brewery Dist, Edmonton"
Unknown,Premium Garden Vegetable With Cheese,9.0,"Brewery Dist, Edmonton"
President's Choice,Garden Salad,8.99,"Brewery Dist, Edmonton"
Unknown,Veggie Tripack,14.0,"Brewery Dist, Edmonton"
Unknown,"Chicken Ceasar Salad, Mini No Bacon",5.0,"Brewery Dist, Edmonton"
Unknown,Parsnips 2lb Bag,6.49,"Brewery Dist, Edmonton"
President's Choice,Green Thai Hot Peppers,5.99,"Brewery Dist, Edmonton"
Unknown,Watermelon Cubed Large,9.0,"Brewery Dist, Edmonton"
Unknown,Grilling Veggie Kabobs,8.0,"Brewery Dist, Edmonton"
Paramount,Pistachios No Shells Chili Roasted,9.99,"Brewery Dist, Edmonton"
Unknown,Garden Vegetable Spring Mix,9.0,"Brewery Dist, Edmonton"
Farmer's Market,Carrots 2 LB,2.99,"Brewery Dist, Edmonton"
The Little Potato Company,"Fresh Creamer Potatoes Roasted Garlic, Rosemary & Thyme",4.99,"Brewery Dist, Edmonton"
Renees,Dill Refrigerated Dip,5.99,"Brewery Dist, Edmonton"
Unknown,Honeydew Melon,6.99,"Brewery Dist, Edmonton"
POM Wonderful,Super Tea Pomegranate Peach Passion White Tea,11.99,"Brewery Dist, Edmonton"
Renees,French Onion Refrigerated Dip,5.99,"Brewery Dist, Edmonton"
Farmer's Market,Red Potatoes 10lb Bag,8.49,"Brewery Dist, Edmonton"
Wholly Guacamole,Minis,6.99,"Brewery Dist, Edmonton"
Bolthouse,Ginger Carrot Turmeric,9.99,"Brewery Dist, Edmonton"
The Little Potato Company,Fresh Creamer Potatoes Smoked Salt,4.99,"Brewery Dist, Edmonton"
Litehouse,Dip Organic Ranch,5.49,"Brewery Dist, Edmonton"
President's Choice,Chopped Mexican Style Street Corn Salad Kit,6.99,"Brewery Dist, Edmonton"
Remedy,Organic Mango Passionfruit Kombucha,5.99,"Brewery Dist, Edmonton"
Unknown,"Greenhouse Peppers, Yellow",2.75,"Brewery Dist, Edmonton"
Unknown,Popeye Baby Spinach Mix,4.49,"Brewery Dist, Edmonton"
Unknown,Radicchio Lettuce,3.41,"Brewery Dist, Edmonton"
Love Beets,Organic Cooked Beets,6.99,"Brewery Dist, Edmonton"
Unknown,White Mushrooms,0.36,"Brewery Dist, Edmonton"
Unknown,Okra,1.21,"Brewery Dist, Edmonton"
Marzetti,"Veggie Dip, Spinach",5.99,"Brewery Dist, Edmonton"
PC Organics,Organic Thyme,3.29,"Brewery Dist, Edmonton"
Unknown,Broccolini,3.99,"Brewery Dist, Edmonton"
Unknown,Sour Cabbage Head,11.74,"Brewery Dist, Edmonton"
PC Organics,Organic Green Onions,1.99,"Brewery Dist, Edmonton"
PC Organics,Organic Cauliflower,7.49,"Brewery Dist, Edmonton"
Gourmet Garden,Paste Cilantro,5.99,"Brewery Dist, Edmonton"
Gourmet Garden,Paste Lemongrass,5.99,"Brewery Dist, Edmonton"
Duda Farms,Duda Celery Sticks,5.99,"Brewery Dist, Edmonton"
Gourmet Garden,Paste Thai Seasoning,5.99,"Brewery Dist, Edmonton"
Fresh Attitude,Spring Mix Salad with Toppings Single Sized,6.99,"Brewery Dist, Edmonton"
Unknown,Ataulfo Mango,2.99,"Brewery Dist, Edmonton"
Unknown,Sweet Onion,3.03,"Brewery Dist, Edmonton"
Farmer's Market,Mini Carrots,5.99,"Brewery Dist, Edmonton"
Unknown,"Mint, Fresh",1.99,"Brewery Dist, Edmonton"
Unknown,Celery Hearts,5.99,"Brewery Dist, Edmonton"
Unknown,Kale,3.99,"Brewery Dist, Edmonton"
Unknown,Leeks,6.99,"Brewery Dist, Edmonton"
The Little Potato Company,Microwave Ready Lemon and Garden Herb Potatoes,4.99,"Brewery Dist, Edmonton"
Unknown,Blackberries 1/2 Pint,4.99,"Brewery Dist, Edmonton"
Farmer's Market,Navel Oranges,7.99,"Brewery Dist, Edmonton"
Remedy,Org Kom Rasp Lemn 700Ml,5.99,"Brewery Dist, Edmonton"
Unknown,"Greenhouse Peppers, Orange",2.64,"Brewery Dist, Edmonton"
Farmer's Market,Yellow Potato 10lb Bag,8.49,"Brewery Dist, Edmonton"
Well,Cold Pressed Juice Be Well,5.99,"Brewery Dist, Edmonton"
No Name,Naturally Imperfect Avocados,9.99,"Brewery Dist, Edmonton"
Unknown,Romaine Hearts,9.99,"Brewery Dist, Edmonton"
Farmer's Market,Peaches,8.99,"Brewery Dist, Edmonton"
Gourmet Garden,Lightly Dried Parsley,5.99,"Brewery Dist, Edmonton"
PC Organics,Organic Mint,3.29,"Brewery Dist, Edmonton"
Unknown,Red Swiss Chard,4.99,"Brewery Dist, Edmonton"
Unknown,"Red Beets, Bunched",4.99,"Brewery Dist, Edmonton"
Unknown,Fresh Coconut Young,5.99,"Brewery Dist, Edmonton"
Unknown,Watercress,3.99,"Brewery Dist, Edmonton"
Unknown,Green Leaf Lettuce,3.99,"Brewery Dist, Edmonton"
Gourmet Garden,Paste Ginger,5.99,"Brewery Dist, Edmonton"
PC Organics,Organics Whole Shitake Mushrooms,4.99,"Brewery Dist, Edmonton"
Gourmet Garden,Lightly Dried Basil,5.99,"Brewery Dist, Edmonton"
Manns,Sugar Snap Peas  ,10.99,"Brewery Dist, Edmonton"
Unknown,Savoy Cabbage,5.35,"Brewery Dist, Edmonton"
Unknown,"Carrots, Bunched",2.99,"Brewery Dist, Edmonton"
Unknown,Shanghai Bok Choy Jr.,6.6,"Brewery Dist, Edmonton"
Gourmet Garden,Paste Chunky Garlic,5.99,"Brewery Dist, Edmonton"
Gourmet Garden,Lightly Dried Cilantro,5.99,"Brewery Dist, Edmonton"
Unknown,Chinese Napa Cabbage,6.15,"Brewery Dist, Edmonton"
Unknown,Potato Baking Tray,4.99,"Brewery Dist, Edmonton"
President's Choice,Chipotle Chop Salad Kit,6.99,"Brewery Dist, Edmonton"
Unknown,Papaya,7.14,"Brewery Dist, Edmonton"
Marzetti,"Veggie Dip, Light Ranch",5.99,"Brewery Dist, Edmonton"
Unknown,White Onion,2.44,"Brewery Dist, Edmonton"
Unknown,Acorn Squash,5.54,"Brewery Dist, Edmonton"
Unknown,Fresh Mango Pineapple Smoothie,5.99,"Brewery Dist, Edmonton"
Unknown,Organic Blackberries,6.49,"Brewery Dist, Edmonton"
Unknown,"Spinach, Bunched",2.99,"Brewery Dist, Edmonton"
Unknown,Pineapple/Straws Large,10.0,"Brewery Dist, Edmonton"
Bolthouse,Strawberry Banana,9.99,"Brewery Dist, Edmonton"
President's Choice,Caesar Salad Chop Kit,6.99,"Brewery Dist, Edmonton"
Unknown,"Plantains, Single",1.16,"Brewery Dist, Edmonton"
Remedy,Kombucha Wild Berry,5.99,"Brewery Dist, Edmonton"
Well,Ink. Lemonade Charcoal,5.99,"Brewery Dist, Edmonton"
Unknown,Dragon Fruit,4.99,"Brewery Dist, Edmonton"
Unknown,Coconuts,3.99,"Brewery Dist, Edmonton"
Bolthouse,C-Boost,6.99,"Brewery Dist, Edmonton"
Well,Cold Pressed Juice Greens,5.99,"Brewery Dist, Edmonton"
Well,Cold Pressed Juice Played,5.99,"Brewery Dist, Edmonton"
Unknown,Organic Rainbow Swiss Chard,4.99,"Brewery Dist, Edmonton"
Unknown,Organic Brussel Sprouts,9.99,"Brewery Dist, Edmonton"
President's Choice,Kale Slaw,4.49,"Brewery Dist, Edmonton"
Gourmet Garden,Paste Italian Herbs,5.99,"Brewery Dist, Edmonton"
Unknown,Organic Iceberg Lettuce,4.99,"Brewery Dist, Edmonton"
Unknown,Red Leaf Lettuce,3.99,"Brewery Dist, Edmonton"
Unknown,Shanghai Bok Choy,4.63,"Brewery Dist, Edmonton"
PC Organics,Organic Broccoli,6.99,"Brewery Dist, Edmonton"
President's Choice,Cauliflower Slaw,4.49,"Brewery Dist, Edmonton"
Unknown,"Fresh Dill, Baby",3.99,"Brewery Dist, Edmonton"
Unknown,French Beans,5.99,"Brewery Dist, Edmonton"
Farmer's Market,Carrots 5lb Bag,6.99,"Brewery Dist, Edmonton"
Unknown,Fenugreek,2.99,"Brewery Dist, Edmonton"
Unknown,Lemongrass,1.99,"Brewery Dist, Edmonton"
Unknown,Popeye Select Spinach,11.99,"Brewery Dist, Edmonton"
Unknown,Yellow Peaches,3.08,"Brewery Dist, Edmonton"
PC Organics,Organics Baby Cut Carrots,6.79,"Brewery Dist, Edmonton"
Unknown,Fresh Banana Strawberry Smoothie,5.99,"Brewery Dist, Edmonton"
Unknown,Fuyu Persimmon,2.99,"Brewery Dist, Edmonton"
Unknown,Fennel,5.99,"Brewery Dist, Edmonton"
Unknown,Radish,3.99,"Brewery Dist, Edmonton"
Unknown,Radishes,2.69,"Brewery Dist, Edmonton"
Unknown,Organic Carrots Bunched,4.99,"Brewery Dist, Edmonton"
President's Choice,Red Potatoes,6.99,"Brewery Dist, Edmonton"
Farmer's Market,Sweet Potatoes,9.99,"Brewery Dist, Edmonton"
Unknown,Solo Papaya,7.99,"Brewery Dist, Edmonton"
Unknown,Large Shrimp & Bacon Caesar Salad,13.0,"Brewery Dist, Edmonton"
Farmer's Market,Red Delicious Apples 3lb Bag,7.99,"Brewery Dist, Edmonton"
PC Organics,Organics Whole White Mushrooms,8.99,"Brewery Dist, Edmonton"
Unknown,Organic Medjool Dates,11.99,"Brewery Dist, Edmonton"
Unknown,Mixed Fruit Parfait,5.0,"Brewery Dist, Edmonton"
PC Organics,Organic Cremini Mushrooms,8.99,"Brewery Dist, Edmonton"
Unknown,Premium Garden Vegetable Spring Mix With Chicken Salad,9.0,"Brewery Dist, Edmonton"
Bolthouse,Blue Goodness,6.99,"Brewery Dist, Edmonton"
Bolthouse,Red Goodness,6.99,"Brewery Dist, Edmonton"
The Little Potato Company,Microwave Ready Savoury Herb Potatoes,4.99,"Brewery Dist, Edmonton"
Unknown,Snap Peas,5.99,"Brewery Dist, Edmonton"
President's Choice,Jalapeno Hot Peppers,5.99,"Brewery Dist, Edmonton"
President's Choice,Tarragon,3.29,"Brewery Dist, Edmonton"
Unknown,"Eggplant, Baby",0.55,"Brewery Dist, Edmonton"
Unknown,Cremini Mushrooms,0.36,"Brewery Dist, Edmonton"
Unknown,Pitted Honey Dates,7.99,"Brewery Dist, Edmonton"
Unknown,Romaine Lettuce,3.99,"Brewery Dist, Edmonton"
Unknown,Taiwanese Flat Cabbage,3.97,"Brewery Dist, Edmonton"
PC Organics,Baby Arugula,4.99,"Brewery Dist, Edmonton"
Unknown,Rhubarb,5.99,"Brewery Dist, Edmonton"
Unknown,Green Swiss Chard,4.99,"Brewery Dist, Edmonton"
Unknown,Organic Leeks,6.99,"Brewery Dist, Edmonton"
PC Organics,Organic Asparagus,6.99,"Brewery Dist, Edmonton"
Gourmet Garden,Paste Garlic,5.99,"Brewery Dist, Edmonton"
Unknown,Organic Green Kale,4.99,"Brewery Dist, Edmonton"
Unknown,Kohlrabi,3.23,"Brewery Dist, Edmonton"
Gourmet Garden,Paste Basil,5.99,"Brewery Dist, Edmonton"
Unknown,Organic Green Cabbage,11.53,"Brewery Dist, Edmonton"
President's Choice,Vegetable Medley,8.99,"Brewery Dist, Edmonton"
Unknown,Organic Rainbow Carrots,5.99,"Brewery Dist, Edmonton"
Unknown,Celery Root,8.34,"Brewery Dist, Edmonton"
President's Choice,Broccoli Slaw,4.49,"Brewery Dist, Edmonton"
PC Organics,Organic Cucumber Mini,6.99,"Brewery Dist, Edmonton"
Unknown,"Organic English Cucumber, Pack of 2",6.99,"Brewery Dist, Edmonton"
PC Organics,Organic Rosemary,3.29,"Brewery Dist, Edmonton"
Marzetti,"Veggie Dip, Southwest Ranch",5.99,"Brewery Dist, Edmonton"
Farmer's Market,Red Onions,6.99,"Brewery Dist, Edmonton"
President's Choice,Salad Kit Chopped Sesame Wonton,6.99,"Brewery Dist, Edmonton"
Farmer's Market,Lemons 3lb Bag,7.99,"Brewery Dist, Edmonton"
Unknown,LoBok (Daikon Radish),3.28,"Brewery Dist, Edmonton"
Unknown,"Cabbage, Green",6.27,"Brewery Dist, Edmonton"
Unknown,Purple Eggplants,3.76,"Brewery Dist, Edmonton"
Unknown,Red Cabbage,5.84,"Brewery Dist, Edmonton"
Unknown,"Bananas, Bunch",1.75,"Mcarthur, Ottawa"
